-0.696633	0.876947	0.904937	0.096760	-0.878080	-0.540148	-0.155230	0.602390	-0.949007	-0.923911	
-0.674145	0.879846	0.903601	0.043693	-0.874438	-0.600690	-0.047735	0.576646	-0.937885	-0.933935	
-0.671185	0.886205	0.907342	0.033892	-0.867909	-0.629269	-0.000635	0.575031	-0.937011	-0.929114	
-0.674847	0.891193	0.911318	0.035831	-0.860173	-0.645003	0.023052	0.577726	-0.939169	-0.919176	
-0.680958	0.895436	0.915194	0.041480	-0.852239	-0.656249	0.038042	0.581299	-0.942415	-0.908143	
-0.688100	0.899477	0.919023	0.048388	-0.844498	-0.666218	0.049815	0.585056	-0.946144	-0.897546	
-0.695791	0.903560	0.922846	0.055732	-0.837076	-0.676102	0.060349	0.588824	-0.950159	-0.887930	
-0.703869	0.907791	0.926679	0.063224	-0.830002	-0.686348	0.070353	0.592553	-0.954397	-0.879467	
-0.712286	0.912215	0.930527	0.070759	-0.823270	-0.697135	0.080082	0.596228	-0.958845	-0.872190	
-0.721035	0.916859	0.934393	0.078294	-0.816864	-0.708549	0.089631	0.599840	-0.963504	-0.866081	
-0.730119	0.921741	0.938274	0.085811	-0.810767	-0.720641	0.099039	0.603386	-0.968383	-0.861111	
-0.739549	0.926878	0.942171	0.093296	-0.804959	-0.733453	0.108324	0.606865	-0.973490	-0.857242	
-0.749337	0.932284	0.946081	0.100743	-0.799422	-0.747022	0.117494	0.610274	-0.978836	-0.854442	
-0.759495	0.937975	0.950001	0.108144	-0.794140	-0.761383	0.126556	0.613611	-0.984431	-0.852680	
-0.770038	0.943966	0.953928	0.115492	-0.789096	-0.776572	0.135516	0.616874	-0.990285	-0.851929	
-0.780978	0.950273	0.957858	0.122781	-0.784275	-0.792623	0.144377	0.620061	-0.996410	-0.852164	
-0.792330	0.956911	0.961788	0.130006	-0.779663	-0.809567	0.153142	0.623169	-1.002815	-0.853364	
-0.804108	0.963896	0.965712	0.137159	-0.775246	-0.827434	0.161814	0.626197	-1.009510	-0.855513	
-0.816326	0.971245	0.969626	0.144237	-0.771011	-0.846251	0.170395	0.629141	-1.016505	-0.858596	
-0.828998	0.978971	0.973524	0.151232	-0.766947	-0.866041	0.178888	0.631999	-1.023811	-0.862600	
-0.842139	0.987093	0.977400	0.158141	-0.763042	-0.886822	0.187294	0.634769	-1.031436	-0.867515	
-0.855761	0.995624	0.981248	0.164957	-0.759286	-0.908608	0.195615	0.637447	-1.039392	-0.873333	
-0.869880	1.004582	0.985061	0.171676	-0.755669	-0.931406	0.203853	0.640031	-1.047686	-0.880047	
-0.884509	1.013979	0.988832	0.178292	-0.752182	-0.955219	0.212009	0.642517	-1.056328	-0.887652	
-0.899659	1.023832	0.992553	0.184801	-0.748816	-0.980042	0.220086	0.644901	-1.065326	-0.896142	
-0.915345	1.034154	0.996216	0.191198	-0.745563	-1.005864	0.228085	0.647181	-1.074690	-0.905513	
-0.931577	1.044960	0.999813	0.197479	-0.742417	-1.032670	0.236008	0.649352	-1.084425	-0.915760	
-0.948366	1.056260	1.003336	0.203638	-0.739370	-1.060437	0.243857	0.651411	-1.094540	-0.926879	
-0.965720	1.068069	1.006775	0.209671	-0.736418	-1.089139	0.251635	0.653353	-1.105041	-0.938863	
-0.983649	1.080397	1.010122	0.215575	-0.733554	-1.118743	0.259345	0.655174	-1.115932	-0.951706	
-1.002158	1.093253	1.013366	0.221346	-0.730774	-1.149215	0.266989	0.656869	-1.127219	-0.965399	
-1.021252	1.106649	1.016499	0.226980	-0.728075	-1.180517	0.274570	0.658434	-1.138905	-0.979932	
-1.040932	1.120590	1.019510	0.232473	-0.725453	-1.212609	0.282091	0.659863	-1.150992	-0.995293	
-1.061200	1.135085	1.022390	0.237823	-0.722905	-1.245451	0.289557	0.661152	-1.163479	-1.011468	
-1.082053	1.150138	1.025129	0.243027	-0.720430	-1.279001	0.296970	0.662293	-1.176368	-1.028439	
