-0.679893	-0.260312	0.271010	0.569132	-0.840948	0.868205	0.546551	-0.008640	-0.177908	-0.062882	
-0.688682	-0.270295	0.268593	0.558144	-0.838192	0.861787	0.558660	-0.014644	-0.191077	-0.033537	
-0.691419	-0.279828	0.264511	0.554212	-0.835931	0.860986	0.562356	-0.018301	-0.197881	-0.008743	
-0.692216	-0.289364	0.260096	0.551990	-0.834170	0.862322	0.562783	-0.021597	-0.202734	0.013668	
-0.692326	-0.299012	0.255630	0.550242	-0.832665	0.864455	0.561990	-0.024850	-0.206946	0.034803	
-0.692173	-0.308810	0.251193	0.548617	-0.831298	0.866903	0.560730	-0.028114	-0.210957	0.055111	
-0.691908	-0.318769	0.246812	0.547000	-0.830022	0.869496	0.559275	-0.031398	-0.214923	0.074777	
-0.691585	-0.328893	0.242498	0.545355	-0.828817	0.872181	0.557721	-0.034703	-0.218903	0.093887	
-0.691224	-0.339183	0.238258	0.543668	-0.827675	0.874944	0.556105	-0.038030	-0.222921	0.112494	
-0.690834	-0.349636	0.234094	0.541934	-0.826588	0.877786	0.554443	-0.041376	-0.226988	0.130638	
-0.690417	-0.360250	0.230010	0.540152	-0.825551	0.880714	0.552743	-0.044740	-0.231112	0.148350	
-0.689977	-0.371023	0.226006	0.538320	-0.824562	0.883741	0.551011	-0.048121	-0.235297	0.165663	
-0.689513	-0.381952	0.222085	0.536437	-0.823617	0.886877	0.549252	-0.051517	-0.239545	0.182603	
-0.689028	-0.393033	0.218247	0.534505	-0.822712	0.890137	0.547471	-0.054927	-0.243861	0.199197	
-0.688523	-0.404264	0.214493	0.532522	-0.821844	0.893538	0.545673	-0.058350	-0.248247	0.215469	
-0.687998	-0.415639	0.210823	0.530488	-0.821011	0.897096	0.543863	-0.061783	-0.252705	0.231443	
-0.687454	-0.427157	0.207237	0.528403	-0.820212	0.900832	0.542047	-0.065226	-0.257237	0.247138	
-0.686892	-0.438810	0.203735	0.526267	-0.819442	0.904768	0.540229	-0.068675	-0.261843	0.262575	
-0.686314	-0.450596	0.200315	0.524079	-0.818702	0.908928	0.538417	-0.072131	-0.266524	0.277771	
-0.685721	-0.462507	0.196975	0.521840	-0.817988	0.913339	0.536614	-0.075591	-0.271281	0.292744	
-0.685114	-0.474539	0.193715	0.519550	-0.817300	0.918029	0.534828	-0.079054	-0.276114	0.307507	
-0.684495	-0.486684	0.190530	0.517208	-0.816637	0.923031	0.533065	-0.082517	-0.281021	0.322077	
-0.683866	-0.498937	0.187420	0.514813	-0.815996	0.928376	0.531331	-0.085981	-0.286002	0.336465	
-0.683230	-0.511289	0.184379	0.512367	-0.815378	0.934100	0.529632	-0.089442	-0.291054	0.350685	
-0.682587	-0.523733	0.181405	0.509869	-0.814781	0.940238	0.527976	-0.092901	-0.296177	0.364747	
-0.681943	-0.536260	0.178492	0.507319	-0.814206	0.946829	0.526369	-0.096356	-0.301366	0.378662	
-0.681300	-0.548863	0.175636	0.504717	-0.813651	0.953909	0.524819	-0.099806	-0.306620	0.392439	
-0.680662	-0.561531	0.172833	0.502063	-0.813117	0.961515	0.523331	-0.103250	-0.311935	0.406090	
-0.680034	-0.574257	0.170075	0.499357	-0.812603	0.969682	0.521914	-0.106689	-0.317306	0.419621	
-0.679422	-0.587029	0.167358	0.496599	-0.812109	0.978445	0.520575	-0.110122	-0.322730	0.433041	
-0.678830	-0.599839	0.164674	0.493789	-0.811637	0.987836	0.519322	-0.113549	-0.328202	0.446358	
-0.678266	-0.612676	0.162018	0.490926	-0.811186	0.997880	0.518160	-0.116973	-0.333717	0.459579	
-0.677736	-0.625530	0.159381	0.488012	-0.810758	1.008603	0.517098	-0.120395	-0.339269	0.472709	
